"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store","addr member"
"377797","Khách 11: Ok shop gọi đê chốt đơn giúp mình","","","Khách 11: Ok shop gọi đê chốt đơn giúp mình","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377798","dạ hôm qua chị có đơn trên live rồi ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377799","Khách 11: Vì live chị k nghe lớn được (nhà có bé nhỏ) nên chị k bjk mình đc chốt k nữa. Có gì shop check giúp mình nhé","","","","","","","Khách 11: Vì live chị k nghe lớn được (nhà có bé nhỏ) nên chị k bjk mình đc chốt k nữa. Có gì shop check giúp mình nhé","","","","","","","","","","","","","","","","","","","","","",""
"377800","Mình có đơn trên live không chị Phạm Ý My . Trường hợp mình được đọc tên trên live không chốt trong tin nhắn giúp e nhé chị để tránh trường hợp bị trùng bill ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377801","Khách 11: 5 mẫu + 15 hộp mứt-xxxxx - 37/8/13 đường số 44, phuong 14, gò vấp","","","","Khách 11: 5 mẫu + 15 hộp mứt-xxxxx - 37/8/13 đường số 44, phuong 14, gò vấp","","","","",""," hộp mứt","","","","","5 mẫu,15","","","","xxxxx","","","","","","","","","","37/8/13 đường số 44, phuong 14, gò vấp"
"377802","Khách 11: Bên mình chốt đơn và giao cho e nhé","","","","","","","Khách 11: Bên mình chốt đơn và giao cho e nhé","","","","","","","","","","","","","","","","","","","","","",""
"377803","Khách 11: Thềm set này dồn đơn","","","","Khách 11: Thềm set này dồn đơn","","","","","","","","","","","","","","","","","","","","","","","","",""
"377804","Khách 11: Mình lấy 4 mẫu này va 15 hôp mứt. Check còn hàng lên đơn cho mình nhé","","","","Khách 11: Mình lấy 4 mẫu này va 15 hôp mứt. Check còn hàng lên đơn cho mình nhé","","","","","","hôp mứt","","","","","4 mẫu,15","","","","","","","","","","","","","",""
"377805","Khách 11: Ok ban","","","","","","","Khách 11: Ok ban","","","","","","","","","","","","","","","","","","","","","",""
"377806","dạ chi có đơn trên live áo mã 53 rồi ạ","","","","","","","","","","áo mã 53","","","","","","","","","","","","","","","","","","",""
"377807","Khách 11: Cm qua trời đầu tiên mà chả đc chốt","","","","","","","Khách 11: Cm qua trời đầu tiên mà chả đc chốt","","","","","","","","","","","","","","","","","","","","","",""
"377808","Khách 11: E check giup hinh nhu fb của chị bị chặn comment trên live","","","","","","","Khách 11: E check giup hinh nhu fb của chị bị chặn comment trên live","","","","","","","","","","","","","","","","","","","","","",""
"377809","Khách 11: Ok e vậy c lấy set Size M và 15 hộp mứt","","","","Khách 11: Ok e vậy c lấy set Size M và 15 hộp mứt","","","","",""," hộp mứt","Size M","","","","15","","","","","","","","","","","","","",""
"377810","uong đang live e chờ chut chị xem co chốt thêm thì dồn đơnnhes","","","","Chị phuong đang live e chờ chut chị xem co chốt thêm thì dồn đơnnhes","","","","","","","","","","","","","","","","","","","","","","","","",""
"377811","e hết áo thun ạ","","","","","","","","","","áo thun","","","","","","","","","","","","","","","","","","",""
"377812","dạ e còn set size M","","","","","","","","","","","size M","","","","","","","","","","","","","","","","","",""
"377813","Khách 11: Shop check đơn giúp mình nhé. Giao 37/8/13 đường số 44, p14 gò vấp","","","","","","","","","Khách 11: Shop check đơn giúp mình nhé. Giao 37/8/13 đường số 44, p14 gò vấp","","","","","","","","","","","","","","","","","","","","37/8/13 đường số 44, p14 gò vấp"
"377814","Khách 11: 1 set này, 1 áo thun trắng, 15 hộp mứt ạ","","","","Khách 11: 1 set này, 1 áo thun trắng, 15 hộp mứt ạ","","","","",""," hộp mứt,áo thun","","trắng","","","1,1,15","","","","","","","","","","","","","",""
"377815","Khách 11: Live tối hôm qua đây bạn","","","","","","","Khách 11: Live tối hôm qua đây bạn","","","","","","","","","","","","","","","","","","","","","",""
"377816","dạ hôm nay chị chưa có đơn trên live ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377817","Khách 11: Ship check tin nhan phản hồi giúp nhé","","","","","","","Khách 11: Ship check tin nhan phản hồi giúp nhé","","","","","","","","","","","","","","","","","","","","","",""
"377818","Cảm ơn bạn đã nhắn tin. Chúng tôi hiện đang vắng mặt và sẽ trả lời bạn trong giờ làm việc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377819","Khách 11: Shop check đơn love hôm nay rồi báo giúm mình.","","","","","","","Khách 11: Shop check đơn love hôm nay rồi báo giúm mình.","","","","","","","","","","","","","","","","","","","","","",""
"377820","ình đặt: 1set áo váy beo, 1 ao thun trắng, 15 hộp mứt nhé","","","","Hnay mình đặt:","","","","","","set áo váy beo,ao thun trắng,hộp mứt ","","","","","1,1,15 ","","","","","","","","","","","","","",""
"377821","Khách 11: Bạn mới gọi kinh đk mình thây cuộc nhỡ","","","","","","","Khách 11: Bạn mới gọi kinh đk mình thây cuộc nhỡ","","","","","","","","","","","","","","","","","","","","","",""
"377822","Khách 11: À đc nha","","","","","","","Khách 11: À đc nha","","","","","","","","","","","","","","","","","","","","","",""
"377823","chị nge máy để e trao đổi thông tin rõ hơn nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377824","dạ e gọi chị ko được ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377825","Khách 11: Ok ạ. Có gì mình nhận hàng 22-24 cũng đc","","","","","","","Khách 11: Ok ạ. Có gì mình nhận hàng 22-24 cũng đc","","","","","","","","","","","","","","","","","","","","","",""
"377826","ó cần cọc hay ntn không ạ","","","","","","","Mình có cần cọc hay ntn không ạ","","","","","","","","","","","","","","","","","","","","","",""
"377827","ên 20 hộp co free ship k. Em ở gò vấp ạ","","","","","","","","","","","","","","","20 hộp ","","","","","","",""," free ship","","","","","","gò vấp"
"377828","chị trừ hao thời gian giúp e nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377829","nếu mình đặt nhiều giao hàng cũng sẽ hơi giao","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377830","dạ khoản trước ngày 25 tết ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377831","Khách 11: Sớm nhiều quá thì minh k co chỗ để á","","","","","","","Khách 11: Sớm nhiều quá thì minh k co chỗ để á","","","","","","","","","","","","","","","","","","","","","",""
"377832","Khách 11: Xa vậy à, giao sớm hơn là khi nào giao vậy shop","","","","","","","Khách 11: Xa vậy à, giao sớm hơn là khi nào giao vậy shop","","","","","","","","","","","","","","","","","","","","","",""
"377833","dạ shop ở biên hòa đồng nai ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","biên hòa đồng nai","",""
"377834","Khách 11: Shop minh ở đâu bạn. 25 têt mình qua shop chở cũng đc.","","","","","","","","","Khách 11: Shop minh ở đâu bạn. 25 têt mình qua shop chở cũng đc.","","","","","","","","","","","","","","","","","","Khách 11: Shop minh ở đâu bạn. 25 têt mình qua shop chở cũng đc.","",""
"377835","ớm hơn là khi nào vậy shop vì lây sớm mình chưa đi biếu thì nha cũng k co chỗ để á","","","","","","","Hoặc sớm hơn là khi nào vậy shop vì lây sớm mình chưa đi biếu thì nha cũng k co chỗ để á","","","","","","","","","","","","","","","","","","","","","",""
"377836","chị có thể lấy sớm hơn được ko ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377837","nên sẽ ko giap đc cho chị ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377838","dạ nếu 25 têt chị mới lấy được thì bên cty vận chuyển họ đã nghỉ tết rồi ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377839","Khách 11: Nêu mình đặt khoảng 25 hộp mà 25 tết mình mới lấy thì được k. Có cần đặt cọc hay ntn bạn","","","","","","","","","Khách 11: Nêu mình đặt khoảng 25 hộp mà 25 tết mình mới lấy thì được k. Có cần đặt cọc hay ntn bạn","","","","","","25 hộp","","","","","","","","","","","","","",""
"377840","dạ đây ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377841","Khách 11: Minh có hình nguyên hộp bên ngoài k ạ","","","","","","","Khách 11: Minh có hình nguyên hộp bên ngoài k ạ","","","","","","","","","","","","","","","","","","","","","",""
"377842","dạ đây chị xem kham thảo giúp e nhé có 8 loại cố định ạ","","","","","","","","","","","","","",""," 8 loại ","","","","","","","","","","","","","",""
"377843","Khách 11: 8 loai cố định hả bạn. Bao gồm loại gì vậy ạ","","","","","","","","","Khách 11: 8 loai cố định hả bạn. Bao gồm loại gì vậy ạ","","","","",""," 8 loai ","","","","","","","","","","","","","",""
"377844","dạ túi giá 219k ạ","","","","","","","","","","","","","","219k","","","","","","","","","","","","","","",""
"377845","có 8 vi mứt ạ","","","","","","","","","","","","","","","8 vi mứt","","","","","","","","","","","","","",""
"377846","dạ đây ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377847","Khách 11: Giá bn vậy ạ","","","","","","","","","Khách 11: Giá bn vậy ạ","","","","","Khách 11: Giá bn vậy ạ","","","","","","","","","","","","","","",""
"377848","dạ túi hồng e còn ạ","","","","","","","","","","","","túi hồng","","","","","","","","","","","","","","","","",""
"377849","Khách 11: Túi hồng còn hàng k shop","","","","","","","","","Khách 11: Túi hồng còn hàng k shop","","","Túi hồng","","","Khách 11: Túi hồng còn hàng k shop","","","","","","","","","","","","","",""
"377850","Khách 11: Dạ cho e coi hình chi tiết bên trong hộp mứt đc k ạ","","","","","","","Khách 11: Dạ cho e coi hình chi tiết bên trong hộp mứt đc k ạ","","","","","","","","","","","","","","","","","","","","","",""
"377851","dạ mua nhiều shop vẫn tính giá 339k ạ","","","","","","","","","","","","","","339k","","","","","","","","","","","","","","",""
"377852","Khách 11: Cho e xem chi tiết bên trong hộp mứt têt đc k. Em mua biếu khoảng 25-30 hộp thì giá ntn ạ","","","","","","","","","Khách 11: Cho e xem chi tiết bên trong hộp mứt têt đc k. Em mua biếu khoảng 25-30 hộp thì giá ntn ạ","hộp mứt têt","","","","Khách 11: Cho e xem chi tiết bên trong hộp mứt têt đc k. Em mua biếu khoảng 25-30 hộp thì giá ntn ạ","25-30 hộp","","","","","","","","","","","","","",""
